2024-04-22 11:06:27.738565|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/10A.pdf | pdf_name = 10A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/62C.pdf | pdf_name = 62C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/63B.pdf | pdf_name = 63B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/58B.pdf | pdf_name = 58B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/49A.pdf | pdf_name = 49A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/62B.pdf | pdf_name = 62B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/60A.pdf | pdf_name = 60A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/56B.pdf | pdf_name = 56B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/56C.pdf | pdf_name = 56C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/65A.pdf | pdf_name = 65A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/54A.pdf | pdf_name = 54A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/57B.pdf | pdf_name = 57B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/68C.pdf | pdf_name = 68C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/65B.pdf | pdf_name = 65B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/58A.pdf | pdf_name = 58A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/59A.pdf | pdf_name = 59A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/64B.pdf | pdf_name = 64B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/64D.pdf | pdf_name = 64D.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/66A.pdf | pdf_name = 66A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/68A.pdf | pdf_name = 68A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/67B.pdf | pdf_name = 67B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/64C.pdf | pdf_name = 64C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/63A.pdf | pdf_name = 63A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/67A.pdf | pdf_name = 67A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/69B.pdf | pdf_name = 69B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/70B.pdf | pdf_name = 70B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/66B.pdf | pdf_name = 66B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/69A.pdf | pdf_name = 69A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/66C.pdf | pdf_name = 66C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/68B.pdf | pdf_name = 68B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/73B.pdf | pdf_name = 73B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/71A.pdf | pdf_name = 71A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/72A.pdf | pdf_name = 72A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/72B.pdf | pdf_name = 72B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/70A.pdf | pdf_name = 70A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/74B.pdf | pdf_name = 74B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/78B.pdf | pdf_name = 78B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/76B.pdf | pdf_name = 76B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/74A.pdf | pdf_name = 74A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/77A.pdf | pdf_name = 77A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/73A.pdf | pdf_name = 73A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/79C.pdf | pdf_name = 79C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/79A.pdf | pdf_name = 79A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/81B.pdf | pdf_name = 81B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/77C.pdf | pdf_name = 77C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/77B.pdf | pdf_name = 77B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/76A.pdf | pdf_name = 76A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/83A.pdf | pdf_name = 83A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/75A.pdf | pdf_name = 75A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/79B.pdf | pdf_name = 79B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/82B.pdf | pdf_name = 82B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/83C.pdf | pdf_name = 83C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/81A.pdf | pdf_name = 81A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/78A.pdf | pdf_name = 78A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/83B.pdf | pdf_name = 83B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/80A.pdf | pdf_name = 80A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/85C.pdf | pdf_name = 85C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/86B.pdf | pdf_name = 86B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/84B.pdf | pdf_name = 84B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/84A.pdf | pdf_name = 84A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/85B.pdf | pdf_name = 85B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/87C.pdf | pdf_name = 87C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/80B.pdf | pdf_name = 80B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/85A.pdf | pdf_name = 85A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/89B.pdf | pdf_name = 89B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/82A.pdf | pdf_name = 82A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/87A.pdf | pdf_name = 87A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/87D.pdf | pdf_name = 87D.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/92A.pdf | pdf_name = 92A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/92C.pdf | pdf_name = 92C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/88B.pdf | pdf_name = 88B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/91B.pdf | pdf_name = 91B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/87B.pdf | pdf_name = 87B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/89A.pdf | pdf_name = 89A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/88A.pdf | pdf_name = 88A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/90B.pdf | pdf_name = 90B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/86A.pdf | pdf_name = 86A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/93B.pdf | pdf_name = 93B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/90A.pdf | pdf_name = 90A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/95C.pdf | pdf_name = 95C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/91A.pdf | pdf_name = 91A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/92B.pdf | pdf_name = 92B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/95A.pdf | pdf_name = 95A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/96B.pdf | pdf_name = 96B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/98B.pdf | pdf_name = 98B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/96A.pdf | pdf_name = 96A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/94A.pdf | pdf_name = 94A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/97B.pdf | pdf_name = 97B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/97A.pdf | pdf_name = 97A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/94B.pdf | pdf_name = 94B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/95B.pdf | pdf_name = 95B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/103B.pdf | pdf_name = 103B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/102B.pdf | pdf_name = 102B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/98A.pdf | pdf_name = 98A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/99B.pdf | pdf_name = 99B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/100B.pdf | pdf_name = 100B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/100A.pdf | pdf_name = 100A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/101B.pdf | pdf_name = 101B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/98D.pdf | pdf_name = 98D.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/93A.pdf | pdf_name = 93A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/98C.pdf | pdf_name = 98C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/103A.pdf | pdf_name = 103A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/104C.pdf | pdf_name = 104C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/102A.pdf | pdf_name = 102A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/106A.pdf | pdf_name = 106A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/104A.pdf | pdf_name = 104A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/101A.pdf | pdf_name = 101A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/108B.pdf | pdf_name = 108B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/99A.pdf | pdf_name = 99A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/104B.pdf | pdf_name = 104B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/104D.pdf | pdf_name = 104D.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/109B.pdf | pdf_name = 109B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/109A.pdf | pdf_name = 109A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/107B.pdf | pdf_name = 107B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/105A.pdf | pdf_name = 105A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/112C.pdf | pdf_name = 112C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/107A.pdf | pdf_name = 107A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/111B.pdf | pdf_name = 111B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/108A.pdf | pdf_name = 108A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/106B.pdf | pdf_name = 106B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/105B.pdf | pdf_name = 105B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/112D.pdf | pdf_name = 112D.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/110D.pdf | pdf_name = 110D.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/110A.pdf | pdf_name = 110A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/111A.pdf | pdf_name = 111A.pdf|2024-04-22 11:06:27.738565 | 
